connection,kind,members,length_mm,length_in,diameter_mm,diameter_in,grip_mm,grip_in,x_mm,y_mm,z_mm,axis_x,axis_y,axis_z,status
timber_base_left_1,bolt,base_side_left + timber_base_gusset_left,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,-1179.0680000000002,-80.0,300.0,-1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_left_2,bolt,base_side_left + timber_base_gusset_left,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,-1179.0680000000002,-80.0,380.0,-1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_left_3,bolt,base_post_outer_left + timber_base_gusset_left,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,-1179.0680000000002,-100.0,100.0,-1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_left_4,bolt,base_post_outer_left + timber_base_gusset_left,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,-1179.0680000000002,-240.0,100.0,-1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_backing_bolt_left,bolt,timber_bottom_backing + base_principal_left,152.4,6.000000000000001,9.525,0.37500000000000006,127.66799999999999,5.026299212598425,-57.15,-13.737740019869815,273.6398307959822,0.0,-0.766044443118978,0.6427876096865393,Conquest-family 3/8-16 x6 in candidate; recessed front head beneath panel; joint unqualified
timber_base_right_1,bolt,base_side_right + timber_base_gusset_right,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,1179.0680000000002,-80.0,300.0,1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_right_2,bolt,base_side_right + timber_base_gusset_right,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,1179.0680000000002,-80.0,380.0,1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_right_3,bolt,base_post_outer_right + timber_base_gusset_right,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,1179.0680000000002,-100.0,100.0,1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_base_right_4,bolt,base_post_outer_right + timber_base_gusset_right,76.2,3.0000000000000004,9.525,0.37500000000000006,57.15,2.25,1179.0680000000002,-240.0,100.0,1.0,0.0,0.0,Conquest-family 3/8-16 x3 in candidate; removable base gusset; joint unqualified
timber_backing_bolt_right,bolt,timber_bottom_backing + base_principal_right,152.4,6.000000000000001,9.525,0.37500000000000006,127.66799999999999,5.026299212598425,19.05,-13.737740019869815,273.6398307959822,0.0,-0.766044443118978,0.6427876096865393,Conquest-family 3/8-16 x6 in candidate; recessed front head beneath panel; joint unqualified
timber_kicker_left_0_1,screw,kicker_left + base_post_outer_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,-17.743750000000002,60.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_left_0_2,screw,kicker_left + base_post_outer_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,-17.743750000000002,140.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_left_1_1,screw,kicker_left + base_post_center_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,-17.743750000000002,60.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_left_1_2,screw,kicker_left + base_post_center_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,-17.743750000000002,140.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_right_0_1,screw,kicker_right + base_post_center_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,-17.743750000000002,60.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_right_0_2,screw,kicker_right + base_post_center_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,-17.743750000000002,140.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_right_1_1,screw,kicker_right + base_post_outer_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,-17.743750000000002,60.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_kicker_right_1_2,screw,kicker_right + base_post_outer_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,-17.743750000000002,140.0,0.0,-1.0,0.0,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
